"IDHORA","HORAMINUTOS24HORAS","HORAMINUTOSAMPM","INDICARAMPM"
870,"6:07","6:07AM",AM
871,"11:52","11:52AM",AM
872,"16:23","4:23PM",PM
873,"7:41","7:41AM",AM
874,"8:08","8:08AM",AM
875,"12:04","12:04AM",AM
876,"7:28","7:28AM",AM
877,"6:52","6:52AM",AM
878,"18:43","6:43PM",PM
879,"18:04","6:04PM",PM
880,"7:36","7:36AM",AM
881,"18:08","6:08PM",PM
882,"16:17","4:17PM",PM
883,"14:16","2:16PM",PM
884,"8:24","8:24AM",AM
885,"7:25","7:25AM",AM
886,"15:25","3:25PM",PM
887,"10:58","10:58AM",AM
888,"20:37","8:37PM",PM
889,"18:11","6:11PM",PM
890,"15:35","3:35PM",PM
891,"14:04","2:04PM",PM
892,"15:01","3:01PM",PM
893,"9:19","9:19AM",AM
894,"18:24","6:24PM",PM
895,"14:36","2:36PM",PM
896,"5:01","5:01AM",AM
897,"8:18","8:18AM",AM
898,"19:04","7:04PM",PM
899,"12:37","12:37AM",AM
900,"9:55","9:55AM",AM
901,"15:03","3:03PM",PM
902,"5:08","5:08AM",AM
903,"5:30","5:30AM",AM
904,"8:37","8:37AM",AM
905,"14:54","2:54PM",PM
906,"5:50","5:50AM",AM
907,"7:17","7:17AM",AM
908,"15:28","3:28PM",PM
909,"8:13","8:13AM",AM
910,"17:20","5:20PM",PM
911,"13:08","1:08PM",PM
912,"11:53","11:53AM",AM
913,"16:29","4:29PM",PM
914,"15:57","3:57PM",PM
915,"8:32","8:32AM",AM
916,"20:41","8:41PM",PM
917,"15:15","3:15PM",PM
918,"21:07","9:07PM",PM
919,"9:11","9:11AM",AM
920,"8:40","8:40AM",AM
921,"18:58","6:58PM",PM
922,"9:45","9:45AM",AM
923,"21:58","9:58PM",PM
924,"18:01","6:01PM",PM
925,"20:39","8:39PM",PM
926,"5:48","5:48AM",AM
927,"7:26","7:26AM",AM
928,"15:02","3:02PM",PM
929,"12:49","12:49AM",AM
930,"17:22","5:22PM",PM
931,"7:12","7:12AM",AM
932,"14:22","2:22PM",PM
933,"13:52","1:52PM",PM
934,"11:09","11:09AM",AM
935,"20:26","8:26PM",PM
936,"15:32","3:32PM",PM
937,"19:55","7:55PM",PM
938,"11:17","11:17AM",AM
939,"19:13","7:13PM",PM
940,"6:43","6:43AM",AM
941,"22:05","10:05PM",PM
942,"14:07","2:07PM",PM
943,"8:48","8:48AM",AM
944,"9:08","9:08AM",AM
945,"8:59","8:59AM",AM
946,"10:02","10:02AM",AM
947,"16:38","4:38PM",PM
948,"20:46","8:46PM",PM
949,"17:16","5:16PM",PM
950,"20:11","8:11PM",PM
951,"20:42","8:42PM",PM
952,"19:53","7:53PM",PM
953,"14:31","2:31PM",PM
954,"7:45","7:45AM",AM
955,"12:18","12:18AM",AM
956,"22:01","10:01PM",PM
957,"17:18","5:18PM",PM
958,"22:35","10:35PM",PM
959,"18:03","6:03PM",PM
960,"10:56","10:56AM",AM
961,"21:13","9:13PM",PM
962,"22:12","10:12PM",PM
963,"12:20","12:20AM",AM
964,"22:19","10:19PM",PM
965,"10:00","10:00AM",AM
966,"9:14","9:14AM",AM
967,"15:31","3:31PM",PM
968,"9:51","9:51AM",AM
969,"21:36","9:36PM",PM
970,"10:40","10:40AM",AM
971,"5:23","5:23AM",AM
972,"16:39","4:39PM",PM
973,"7:39","7:39AM",AM
974,"5:05","5:05AM",AM
975,"21:40","9:40PM",PM
976,"21:42","9:42PM",PM
977,"21:22","9:22PM",PM
978,"17:54","5:54PM",PM
979,"11:40","11:40AM",AM
980,"14:06","2:06PM",PM
981,"15:42","3:42PM",PM
982,"14:03","2:03PM",PM
983,"8:02","8:02AM",AM
984,"11:32","11:32AM",AM
985,"21:43","9:43PM",PM
986,"21:55","9:55PM",PM
987,"17:28","5:28PM",PM
988,"21:04","9:04PM",PM
989,"22:58","10:58PM",PM
990,"19:44","7:44PM",PM
991,"16:41","4:41PM",PM
992,"15:11","3:11PM",PM
993,"17:47","5:47PM",PM
994,"13:03","1:03PM",PM
995,"20:54","8:54PM",PM
996,"16:45","4:45PM",PM
997,"12:17","12:17AM",AM
998,"20:34","8:34PM",PM
999,"20:18","8:18PM",PM
1000,"11:36","11:36AM",AM
1001,"22:42","10:42PM",PM
1002,"12:42","12:42AM",AM
1003,"19:42","7:42PM",PM
1004,"5:18","5:18AM",AM
1005,"14:28","2:28PM",PM
1006,"16:37","4:37PM",PM
1007,"12:36","12:36AM",AM
1008,"20:33","8:33PM",PM
1009,"20:02","8:02PM",PM
1010,"21:57","9:57PM",PM
1011,"7:58","7:58AM",AM
1012,"17:07","5:07PM",PM
1013,"5:16","5:16AM",AM
1014,"17:57","5:57PM",PM
1015,"20:12","8:12PM",PM
1016,"6:31","6:31AM",AM
1017,"21:39","9:39PM",PM
1018,"8:06","8:06AM",AM
1019,"15:16","3:16PM",PM
1020,"22:59","10:59PM",PM
1021,"5:09","5:09AM",AM
1022,"14:53","2:53PM",PM
1023,"12:15","12:15AM",AM
1024,"7:29","7:29AM",AM
1025,"21:11","9:11PM",PM
1026,"16:08","4:08PM",PM
1027,"22:02","10:02PM",PM
1028,"5:29","5:29AM",AM
1029,"14:09","2:09PM",PM
1030,"13:33","1:33PM",PM
1031,"14:33","2:33PM",PM
1032,"22:15","10:15PM",PM
1033,"13:47","1:47PM",PM
1034,"4:56","4:56AM",AM
1035,"22:34","10:34PM",PM
1036,"22:08","10:08PM",PM
1037,"22:17","10:17PM",PM
1038,"5:37","5:37AM",AM
1039,"22:31","10:31PM",PM
1040,"5:24","5:24AM",AM
1041,"14:45","2:45PM",PM
1042,"22:57","10:57PM",PM
1043,"22:41","10:41PM",PM
1044,"22:24","10:24PM",PM
1045,"17:01","5:01PM",PM
1046,"5:33","5:33AM",AM
1047,"12:13","12:13AM",AM
1048,"9:12","9:12AM",AM
1049,"5:11","5:11AM",AM
1050,"18:14","6:14PM",PM
1051,"21:54","9:54PM",PM
1052,"7:32","7:32AM",AM
1053,"23:29","11:29PM",PM
1054,"5:39","5:39AM",AM
1055,"5:07","5:07AM",AM
1056,"19:20","7:20PM",PM
1057,"5:15","5:15AM",AM
1058,"12:47","12:47AM",AM
1059,"5:02","5:02AM",AM
1060,"4:55","4:55AM",AM
1061,"22:44","10:44PM",PM
1062,"22:11","10:11PM",PM
1063,"19:00","7:00PM",PM
1064,"20:47","8:47PM",PM
1065,"21:56","9:56PM",PM
1066,"7:37","7:37AM",AM
1067,"22:47","10:47PM",PM
1068,"5:52","5:52AM",AM
1069,"5:22","5:22AM",AM
1070,"9:22","9:22AM",AM
1071,"20:29","8:29PM",PM
1072,"22:29","10:29PM",PM
1073,"23:03","11:03PM",PM
1074,"23:14","11:14PM",PM
1075,"5:10","5:10AM",AM
1076,"4:58","4:58AM",AM
1077,"22:45","10:45PM",PM
1078,"22:43","10:43PM",PM
1079,"5:20","5:20AM",AM
1080,"22:37","10:37PM",PM
1081,"5:00","5:00AM",AM
1082,"5:13","5:13AM",AM
1083,"23:51","11:51PM",PM
1084,"22:36","10:36PM",PM
1085,"23:36","11:36PM",PM
1086,"23:12","11:12PM",PM
1087,"5:06","5:06AM",AM
1088,"5:03","5:03AM",AM
1089,"23:06","11:06PM",PM
1090,"23:00","11:00PM",PM
1091,"13:00","13:00AM",AM
1092,"22:22","10:22PM",PM
1093,"4:52","4:52AM",AM
1094,"4:57","4:57AM",AM
1095,"4:59","4:59AM",AM
1096,"4:53","4:53AM",AM
1097,"4:54","4:54AM",AM
1098,"4:50","4:50AM",AM
1099,"4:49","4:49AM",AM
1100,"4:46","4:46AM",AM
1101,"4:47","4:47AM",AM
1102,"9:00","9:00AM",AM
1103,"1:07","1:07AM",AM
1104,"5:17","5:17AM",AM
1105,"5:12","5:12AM",AM
1106,"22:50","10:50PM",PM
1107,"4:48","4:48AM",AM
1108,"4:51","4:51AM",AM
1109,"23:15","11:15PM",PM
1110,"23:16","11:16PM",PM
1111,"23:55","11:55PM",PM
1112,"23:54","11:54PM",PM
1113,"5:19","5:19AM",AM
1114,"22:00","22:00AM",AM
1115,"23:38","11:38PM",PM
1116,"23:56","11:56PM",PM
1117,"23:23","11:23PM",PM
1118,"23:41","11:41PM",PM
1119,"23:44","11:44PM",PM
1120,"1:00","1:00AM",AM
1121,"28:00","28:00AM",AM
1122,"22:56","10:56PM",PM
1123,"3:00","3:00AM",AM
1124,"23:08","11:08PM",PM
1125,"23:21","11:21PM",PM
1126,"3:47","3:47AM",AM
1127,"23:24","11:24PM",PM
1128,"23:33","11:33PM",PM
1129,"22:55","10:55PM",PM
1130,"23:04","11:04PM",PM
1131,"23:02","11:02PM",PM
1132,"23:07","11:07PM",PM
1133,"22:51","10:51PM",PM
1134,"23:26","11:26PM",PM
1135,"23:43","11:43PM",PM
1136,"23:28","11:28PM",PM
1137,"23:25","11:25PM",PM
1138,"23:59","11:59PM",PM
1139,"50:00","50:00AM",AM
1140,"23:49","11:49PM",PM
1141,"23:40","11:40PM",PM
1142,"23:10","11:10PM",PM
1143,"23:35","11:35PM",PM
1144,"23:19","11:19PM",PM
1145,"23:00","23:00AM",AM
1146,"1:58","1:58AM",AM
1147,"23:17","11:17PM",PM
1148,"22:32","10:32PM",PM
1149,"23:45","11:45PM",PM
1150,"46:00","46:00AM",AM
1151,"23:18","11:18PM",PM
1152,"1:17","1:17AM",AM
1153,"23:09","11:09PM",PM
1154,"52:00","52:00AM",AM
1155,"1:39","1:39AM",AM
1156,"56:00","56:00AM",AM
1157,"1:12","1:12AM",AM
1158,"1:22","1:22AM",AM
1159,"8:00","8:00AM",AM
1160,"2:06","2:06AM",AM
1161,"51:00","51:00AM",AM
1162,"49:00","49:00AM",AM
1163,"37:00","37:00AM",AM
1164,"29:00","29:00AM",AM
1165,"23:22","11:22PM",PM
1166,"47:00","47:00AM",AM
1167,"38:00","38:00AM",AM
1168,"23:27","11:27PM",PM
1169,"23:31","11:31PM",PM
1170,"6:00","6:00AM",AM
1171,"23:46","11:46PM",PM
1172,"10:00","10:00AM",AM
1173,"2:00","2:00AM",AM
1174,"14:00","14:00AM",AM
1175,"11:00","11:00AM",AM
1176,"23:52","11:52PM",PM
1177,"15:00","15:00AM",AM
1178,"23:32","11:32PM",PM
1179,"43:00","43:00AM",AM
1180,"21:00","21:00AM",AM
1181,"34:00","34:00AM",AM
1182,"23:13","11:13PM",PM
1183,"2:21","2:21AM",AM
1184,"1:15","1:15AM",AM
1185,"1:19","1:19AM",AM
1186,"20:00","20:00AM",AM
1187,"23:37","11:37PM",PM
1188,"42:00","42:00AM",AM
1189,"55:00","55:00AM",AM
1190,"23:50","11:50PM",PM
1191,"23:39","11:39PM",PM
1192,"1:20","1:20AM",AM
1193,"23:57","11:57PM",PM
1194,"1:13","1:13AM",AM
1195,"23:42","11:42PM",PM
1196,"25:00","25:00AM",AM
1197,"7:00","7:00AM",AM
1198,"36:00","36:00AM",AM
1199,"1:34","1:34AM",AM
1200,"12:00","12:00AM",AM
1201,"30:00","30:00AM",AM
1202,"1:06","1:06AM",AM
1203,"31:00","31:00AM",AM
1204,"27:00","27:00AM",AM
1205,"59:00","59:00AM",AM
1206,"1:05","1:05AM",AM
1207,"1:35","1:35AM",AM
1208,"1:18","1:18AM",AM
1209,"41:00","41:00AM",AM
1210,"2:27","2:27AM",AM
1211,"39:00","39:00AM",AM
1212,"40:00","40:00AM",AM
1213,"53:00","53:00AM",AM
1214,"57:00","57:00AM",AM
1215,"54:00","54:00AM",AM
1216,"58:00","58:00AM",AM
1217,"1:04","1:04AM",AM
1218,"23:53","11:53PM",PM
1219,"1:30","1:30AM",AM
1220,"1:25","1:25AM",AM
1221,"33:00","33:00AM",AM
1222,"32:00","32:00AM",AM
1223,"2:28","2:28AM",AM
1224,"35:00","35:00AM",AM
1225,"48:00","48:00AM",AM
1226,"1:24","1:24AM",AM
1227,"1:21","1:21AM",AM
1228,"1:00","1:00AM",AM
1229,"2:10","2:10AM",AM
1230,"45:00","45:00AM",AM
1231,"4:00","4:00AM",AM
1232,"2:30","2:30AM",AM
1233,"44:00","44:00AM",AM
1234,"1:48","1:48AM",AM
1235,"1:41","1:41AM",AM
1236,"1:32","1:32AM",AM
1237,"19:00","19:00AM",AM
1238,"1:01","1:01AM",AM
1239,"17:00","17:00AM",AM
1240,"1:08","1:08AM",AM
1241,"1:23","1:23AM",AM
1242,"2:51","2:51AM",AM
1243,"1:43","1:43AM",AM
1244,"1:53","1:53AM",AM
1245,"3:57","3:57AM",AM
1246,"1:56","1:56AM",AM
1247,"1:33","1:33AM",AM
1248,"1:14","1:14AM",AM
1249,"26:00","26:00AM",AM
1250,"1:38","1:38AM",AM
1251,"4:16","4:16AM",AM
1252,"1:02","1:02AM",AM
1253,"1:03","1:03AM",AM
1254,"1:45","1:45AM",AM
1255,"4:17","4:17AM",AM
1256,"1:55","1:55AM",AM
1257,"2:35","2:35AM",AM
1258,"1:26","1:26AM",AM
1259,"3:45","3:45AM",AM
1260,"5:00","5:00AM",AM
1261,"23:58","11:58PM",PM
1262,"1:44","1:44AM",AM
1263,"1:46","1:46AM",AM
1264,"1:50","1:50AM",AM
1265,"1:42","1:42AM",AM
1266,"3:35","3:35AM",AM
1267,"1:11","1:11AM",AM
1268,"1:27","1:27AM",AM
1269,"4:03","4:03AM",AM
1270,"1:09","1:09AM",AM
1271,"3:43","3:43AM",AM
1272,"1:29","1:29AM",AM
1273,"1:16","1:16AM",AM
1274,"2:09","2:09AM",AM
1275,"1:28","1:28AM",AM
1276,"1:10","1:10AM",AM
1277,"24:00","24:00AM",AM
1278,"3:49","3:49AM",AM
1279,"3:34","3:34AM",AM
1280,"1:36","1:36AM",AM
1281,"1:37","1:37AM",AM
1282,"3:42","3:42AM",AM
1283,"1:47","1:47AM",AM
1284,"2:11","2:11AM",AM
1285,"1:31","1:31AM",AM
1286,"3:36","3:36AM",AM
1287,"24:00","12:00PM",PM
1288,"3:40","3:40AM",AM
1289,"3:31","3:31AM",AM
1290,"16:00","16:00AM",AM
1291,"2:26","2:26AM",AM
1292,"3:37","3:37AM",AM
1293,"3:53","3:53AM",AM
1294,"4:00","4:00AM",AM
1295,"3:55","3:55AM",AM
1296,"4:36","4:36AM",AM
1297,"4:01","4:01AM",AM
1298,"4:11","4:11AM",AM
1299,"4:22","4:22AM",AM
1300,"4:05","4:05AM",AM
1301,"4:38","4:38AM",AM
1302,"4:07","4:07AM",AM
1303,"4:13","4:13AM",AM
1304,"3:48","3:48AM",AM
1305,"3:56","3:56AM",AM
1306,"3:51","3:51AM",AM
1307,"3:52","3:52AM",AM
1308,"3:50","3:50AM",AM
1309,"18:00","18:00AM",AM
1310,"2:08","2:08AM",AM
1311,"2:38","2:38AM",AM
1312,"2:15","2:15AM",AM
1313,"2:07","2:07AM",AM
1314,"2:03","2:03AM",AM
1315,"4:45","4:45AM",AM
1316,"4:44","4:44AM",AM
1317,"1:52","1:52AM",AM
1318,"2:13","2:13AM",AM
1319,"1:40","1:40AM",AM
1320,"2:31","2:31AM",AM
1321,"2:40","2:40AM",AM
1322,"4:15","4:15AM",AM
1323,"2:55","2:55AM",AM
1324,"3:08","3:08AM",AM
1325,"1:59","1:59AM",AM
1326,"2:19","2:19AM",AM
1327,"3:19","3:19AM",AM
1328,"3:18","3:18AM",AM
1329,"3:05","3:05AM",AM
1330,"3:11","3:11AM",AM
1331,"2:34","2:34AM",AM
1332,"2:12","2:12AM",AM
1333,"1:54","1:54AM",AM
1334,"1:49","1:49AM",AM
1335,"3:12","3:12AM",AM
1336,"2:58","2:58AM",AM
1337,"4:32","4:32AM",AM
1338,"2:16","2:16AM",AM
1339,"2:17","2:17AM",AM
1340,"4:27","4:27AM",AM
1341,"4:19","4:19AM",AM
1342,"4:24","4:24AM",AM
1343,"4:31","4:31AM",AM
1344,"4:23","4:23AM",AM
1345,"4:10","4:10AM",AM
1346,"4:20","4:20AM",AM
1347,"4:30","4:30AM",AM
1348,"4:21","4:21AM",AM
1349,"4:41","4:41AM",AM
1350,"4:09","4:09AM",AM
1351,"4:18","4:18AM",AM
1352,"4:39","4:39AM",AM
1353,"1:57","1:57AM",AM
1354,"2:49","2:49AM",AM
1355,"2:47","2:47AM",AM
1356,"3:46","3:46AM",AM
1357,"2:44","2:44AM",AM
1358,"2:43","2:43AM",AM
1359,"3:10","3:10AM",AM
1360,"2:45","2:45AM",AM
1361,"2:50","2:50AM",AM
1362,"2:54","2:54AM",AM
1363,"3:03","3:03AM",AM
1364,"3:04","3:04AM",AM
1365,"2:59","2:59AM",AM
1366,"3:20","3:20AM",AM
1367,"2:25","2:25AM",AM
1368,"4:34","4:34AM",AM
1369,"3:44","3:44AM",AM
1370,"2:48","2:48AM",AM
1371,"2:56","2:56AM",AM
1372,"2:46","2:46AM",AM
1373,"3:14","3:14AM",AM
1374,"2:41","2:41AM",AM
1375,"2:37","2:37AM",AM
1376,"2:39","2:39AM",AM
1377,"2:42","2:42AM",AM
1378,"2:14","2:14AM",AM
1379,"4:28","4:28AM",AM
1380,"3:21","3:21AM",AM
1381,"3:59","3:59AM",AM
1382,"3:54","3:54AM",AM
1383,"3:39","3:39AM",AM
1384,"2:22","2:22AM",AM
1385,"2:00","2:00AM",AM
1386,"3:28","3:28AM",AM
1387,"4:25","4:25AM",AM
1388,"2:24","2:24AM",AM
1389,"2:20","2:20AM",AM
1390,"3:01","3:01AM",AM
1391,"3:41","3:41AM",AM
1392,"3:38","3:38AM",AM
1393,"3:16","3:16AM",AM
1394,"4:14","4:14AM",AM
1395,"3:30","3:30AM",AM
1396,"3:29","3:29AM",AM
1397,"3:32","3:32AM",AM
1398,"3:24","3:24AM",AM
1399,"3:23","3:23AM",AM
1400,"3:17","3:17AM",AM
1401,"3:22","3:22AM",AM
1402,"3:15","3:15AM",AM
1403,"2:53","2:53AM",AM
1404,"2:29","2:29AM",AM
1405,"2:32","2:32AM",AM
1406,"3:02","3:02AM",AM
1407,"2:23","2:23AM",AM
1408,"3:13","3:13AM",AM
1409,"3:27","3:27AM",AM
1410,"4:37","4:37AM",AM
1411,"4:08","4:08AM",AM
1412,"4:43","4:43AM",AM
1413,"4:02","4:02AM",AM
1414,"4:06","4:06AM",AM
1415,"4:04","4:04AM",AM
1416,"3:58","3:58AM",AM
1417,"4:40","4:40AM",AM
1418,"1:51","1:51AM",AM
1419,"2:18","2:18AM",AM
1420,"2:01","2:01AM",AM
1421,"2:02","2:02AM",AM
1422,"2:36","2:36AM",AM
1423,"2:33","2:33AM",AM
1424,"4:42","4:42AM",AM
1425,"3:09","3:09AM",AM
1426,"3:07","3:07AM",AM
1427,"4:33","4:33AM",AM
1428,"4:35","4:35AM",AM
1429,"3:06","3:06AM",AM
1430,"4:26","4:26AM",AM
1431,"2:05","2:05AM",AM
1432,"2:04","2:04AM",AM
1434,"3:00","3:00AM",AM
1435,"4:29","4:29AM",AM
1436,"3:25","3:25AM",AM
1437,"2:52","2:52AM",AM
1438,"3:33","3:33AM",AM
1439,"4:12","4:12AM",AM
1440,"3:26","3:26AM",AM
1441,"2:57","2:57AM",AM
